"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","DocumentUrl","DOI"
"July 7, 2023 (Page 5)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-07","Jul 7, 2023","5","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2836156330?accountid=10792&bdid=62715&_bd=9G3mc%2FqtLV9PKkA9j8iSj83x5zY%3D",""
"June 19, 2023 (Page 4)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-19","Jun 19, 2023","4","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2828797583?accountid=10792&bdid=62715&_bd=WFgYaaOiWU%2FnzwJoXryqy%2Faiv7M%3D",""
"October 18, 2023 (Page 19)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-10-18","Oct 18, 2023","19","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2879656288?accountid=10792&bdid=62715&_bd=fk2dFILPh%2FCS%2BB7rrV4oKX0ztRQ%3D",""
"October 30, 2023 (Page 5)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-10-30","Oct 30, 2023","5","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2885470257?accountid=10792&bdid=62715&_bd=db%2Bd%2F3hVJZJkc82%2BW67%2FVbE13cQ%3D",""
"June 9, 2023 (Page 2)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-09","Jun 9, 2023","2","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2825721252?accountid=10792&bdid=62715&_bd=1RKWLv4yOIZ2t27006PRKxcuguY%3D",""
"July 3, 2023 (Page 4)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-03","Jul 3, 2023","4","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2834415221?accountid=10792&bdid=62715&_bd=4H6Wltbfny52uVCPZqI8ga4mS9s%3D",""
"November 3, 2023 (Page 15)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-11-03","Nov 3, 2023","15","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2887243256?accountid=10792&bdid=62715&_bd=riv9ncewjGpB%2B%2BfhvUbSM862XfQ%3D",""
"July 11, 2023 (Page 22)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-11","Jul 11, 2023","22","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2837214412?accountid=10792&bdid=62715&_bd=%2FpN%2BkCzUqjzpRjytOiWM8%2Bs3vZU%3D",""
"June 16, 2023 (Page 6)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-16","Jun 16, 2023","6","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2828064970?accountid=10792&bdid=62715&_bd=It2B9X2JF%2BULF1uXof0MWU%2BXabI%3D",""
"July 11, 2023 (Page 17)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-11","Jul 11, 2023","17","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2837214418?accountid=10792&bdid=62715&_bd=d9qfIDO0MJb%2FVKuZYuhpXanaTRE%3D",""
"June 27, 2023 (Page 14)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-27","Jun 27, 2023","14","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2831691289?accountid=10792&bdid=62715&_bd=Ym6LQQJ9NmpTlG7Ly%2FzUVMwej7Q%3D",""
"August 23, 2023 (Page 31)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-08-23","Aug 23, 2023","31","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2857505239?accountid=10792&bdid=62715&_bd=rfNi4eW9vJepAZNCFU0KGYGjFh0%3D",""
"June 20, 2023 (Page 11)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-20","Jun 20, 2023","11","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2828989229?accountid=10792&bdid=62715&_bd=eRhnh6OhYMsp3iLLS09Tra7j%2BNM%3D",""
"October 3, 2023 (Page 3)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-10-03","Oct 3, 2023","3","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2873656447?accountid=10792&bdid=62715&_bd=N20JSucL5L%2BdtW7%2Fd9oa9kNKun8%3D",""
"June 14, 2023 (Page 11)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-06-14","Jun 14, 2023","11","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2826903900?accountid=10792&bdid=62715&_bd=s%2FGb1dQ81TdMq%2FaQJV0uu3eymvk%3D",""
"October 4, 2023 (Page SS1-5)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-10-04","Oct 4, 2023","SS1-5","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2873864092?accountid=10792&bdid=62715&_bd=v4fpYKp3UtOVxfEMNtxb32KByv0%3D",""
"July 18, 2023 (Page 14)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-07-18","Jul 18, 2023","14","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2840430425?accountid=10792&bdid=62715&_bd=5Ud9%2BtfIDepYn5NPoi03wk%2F2c3E%3D",""
"May 3, 2022 (Page 14)","","","(Page 14)","Historical Newspapers","","","","2022-05-03","May 3, 2022","14","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2665472259?accountid=10792&bdid=62715&_bd=spxm1sURVAMkC9DygLzqocDc%2B5Y%3D",""
"May 25, 2022 (Page 1)","","","(Page 1)","Historical Newspapers","","","","2022-05-25","May 25, 2022","1","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2674401803?accountid=10792&bdid=62715&_bd=IbX4cyvuyAHtMOnpNsDXk4nx5LY%3D",""
"September 16, 2022 (Page 5)","","","(Page 5)","Historical Newspapers","","","","2022-09-16","Sep 16, 2022","5","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2719508088?accountid=10792&bdid=62715&_bd=S5XIs1eL7G6f%2FGvKkzn05zzzw1I%3D",""
"April 27, 2022 (Page 12)","","","(Page 12)","Historical Newspapers","","","","2022-04-27","Apr 27, 2022","12","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2661943126?accountid=10792&bdid=62715&_bd=Q0vRQn233IGi9VQONug699l5xxQ%3D",""
"May 17, 2022 (Page 7)","","","(Page 7)","Historical Newspapers","","","","2022-05-17","May 17, 2022","7","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2671881108?accountid=10792&bdid=62715&_bd=RC6f3fgzQUBvsotM0efzvJaBSLc%3D",""
"January 11, 2023 (Page 2)","","","(Page 2)","Historical Newspapers","","","","2023-01-11","Jan 11, 2023","2","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2768965927?accountid=10792&bdid=62715&_bd=Bse5XAFuhkhCCTE178EV%2BczYUQA%3D",""
"May 20, 2022 (Page 13)","","","(Page 13)","Historical Newspapers","","","","2022-05-20","May 20, 2022","13","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2672884707?accountid=10792&bdid=62715&_bd=5VzW711uEAtscMnwGYC9ab1IUmE%3D",""
"April 12, 2022 (Page 13)","","","(Page 13)","Historical Newspapers","","","","2022-04-12","Apr 12, 2022","13","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2659031202?accountid=10792&bdid=62715&_bd=sdf3RdH9MDA%2BSyiIARDEPFtT7HU%3D",""
"April 4, 2022 (Page 6)","","","(Page 6)","Historical Newspapers","","","","2022-04-04","Apr 4, 2022","6","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2656805304?accountid=10792&bdid=62715&_bd=Zj7ErfKuy8jaVhKQOrEGeW8GsbI%3D",""
"July 7, 2022 (Page 7)","","","(Page 7)","Historical Newspapers","","","","2022-07-07","Jul 7, 2022","7","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2692869601?accountid=10792&bdid=62715&_bd=enjkQlzHHZYy5e1zssQii17TEuU%3D",""
"March 22, 2023 (Page 1)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-03-22","Mar 22, 2023","1","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2790708155?accountid=10792&bdid=62715&_bd=kOhY5F7Q0Q9Y3EF%2BOLe9cwL%2FZ%2BQ%3D",""
"June 16, 2022 (Page 13)","","","(Page 13)","Historical Newspapers","","","","2022-06-16","Jun 16, 2022","13","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2682858432?accountid=10792&bdid=62715&_bd=W4l30RwAIf2cESn8ArSmV8c2sFo%3D",""
"March 28, 2023 (Page 4)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-03-28","Mar 28, 2023","4","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2793277641?accountid=10792&bdid=62715&_bd=7cUHmAUMeEYhWC4nfezuGgKibV8%3D",""
"June 22, 2022 (Page 18)","","","(Page 18)","Historical Newspapers","","","","2022-06-22","Jun 22, 2022","18","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2686438546?accountid=10792&bdid=62715&_bd=aeEnmknWZtJucvUE7OqVAxjXrow%3D",""
"May 4, 2022 (Page 5)","","","(Page 5)","Historical Newspapers","","","","2022-05-04","May 4, 2022","5","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2665473116?accountid=10792&bdid=62715&_bd=hcDoTopo%2BIdQWFPhsTb9M%2FIJNCE%3D",""
"May 6, 2022 (Page 12)","","","(Page 12)","Historical Newspapers","","","","2022-05-06","May 6, 2022","12","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2667032005?accountid=10792&bdid=62715&_bd=GWWoUDaK2ug43PHOLbU0mYJKL54%3D",""
"July 27, 2022 (Page 8)","","","(Page 8)","Historical Newspapers","","","","2022-07-27","Jul 27, 2022","8","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2700210043?accountid=10792&bdid=62715&_bd=0qaQeY6ls%2Fw46fuRlYJZsVAqWec%3D",""
"January 6, 2023 (Page 14)","","","(Page 14)","Historical Newspapers","","","","2023-01-06","Jan 6, 2023","14","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2767287279?accountid=10792&bdid=62715&_bd=hzXvy1FbkDRq2KHdUAHwFcv5ijY%3D",""
"December 16, 2022 (Page SS1-17)","","","(Page SS1-17)","Historical Newspapers","","","","2022-12-16","Dec 16, 2022","SS1-17","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2759358556?accountid=10792&bdid=62715&_bd=h7zr5I409TOKI%2FCD25NI0VWJWQU%3D",""
"April 20, 2022 (Page 1)","","","(Page 1)","Historical Newspapers","","","","2022-04-20","Apr 20, 2022","1","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2659031151?accountid=10792&bdid=62715&_bd=Pnf1cKjJKwyHMY4aW5yGzdmqvBw%3D",""
"November 11, 2022 (Page 11)","","","(Page 11)","Historical Newspapers","","","","2022-11-11","Nov 11, 2022","11","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2739788433?accountid=10792&bdid=62715&_bd=yhF85iUrJN9CyjiFZ0GRqvgm2cA%3D",""
"May 12, 2022 (Page 1)","","","(Page 1)","Historical Newspapers","","","","2022-05-12","May 12, 2022","1","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2670210255?accountid=10792&bdid=62715&_bd=IvSSvkbxxd4ZQMil5iwr9KyCeTQ%3D",""
"March 21, 2023 (Page 14)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-03-21","Mar 21, 2023","14","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2790204799?accountid=10792&bdid=62715&_bd=1tBjbVXpcX5wXiUU4d2QOzQSzNk%3D",""
"May 12, 2022 (Page 2)","","","(Page 2)","Historical Newspapers","","","","2022-05-12","May 12, 2022","2","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2670210253?accountid=10792&bdid=62715&_bd=0ls6eHlEMlGvkMQdVFt7h4qlWPU%3D",""
"September 5, 2022 (Page 4)","","","(Page 4)","Historical Newspapers","","","","2022-09-05","Sep 5, 2022","4","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2714827969?accountid=10792&bdid=62715&_bd=Wz1zYEkidjGiU5prem6atf2yISA%3D",""
"March 21, 2023 (Page 1)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-03-21","Mar 21, 2023","1","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2790204835?accountid=10792&bdid=62715&_bd=V0TEeL9aJIrVcuRhRbXhiK10V8Q%3D",""
"March 22, 2023 (Page 4)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-03-22","Mar 22, 2023","4","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2790708145?accountid=10792&bdid=62715&_bd=mfI9sJwiKsGw8aC2Lj6HW0ANRjM%3D",""
"March 23, 2023 (Page 15)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-03-23","Mar 23, 2023","15","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2791497519?accountid=10792&bdid=62715&_bd=JbUeV9BLPm2zGSu4Ue38etU%2BpKk%3D",""
"March 28, 2023 (Page 10)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-03-28","Mar 28, 2023","10","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2793277630?accountid=10792&bdid=62715&_bd=OWM1Y%2FFEQblFZjYAYZ6kPGkfXD0%3D",""
"May 3, 2022 (Page 12)","","","(Page 12)","Historical Newspapers","","","","2022-05-03","May 3, 2022","12","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2665472239?accountid=10792&bdid=62715&_bd=hc%2FUGlZBa95RlO2ErBb4ofdp5JE%3D",""
"May 31, 2022 (Page 6)","","","(Page 6)","Historical Newspapers","","","","2022-05-31","May 31, 2022","6","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2676458264?accountid=10792&bdid=62715&_bd=oacrqYpY0QIRRJEhEqOPMCCyEms%3D",""
"June 6, 2022 (Page 12)","","","(Page 12)","Historical Newspapers","","","","2022-06-06","Jun 6, 2022","12","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2678075993?accountid=10792&bdid=62715&_bd=vh0QYkvlFBMj5CVCYxUoXyz4%2BDE%3D",""
"March 20, 2023 (Page 4)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-03-20","Mar 20, 2023","4","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2789904018?accountid=10792&bdid=62715&_bd=w7ZOiiv6xXGzs22nwMKFJuV0h3c%3D",""
"March 21, 2023 (Page 7)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-03-21","Mar 21, 2023","7","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2790204823?accountid=10792&bdid=62715&_bd=cVYsyMcklSbXgt4RoY3iyo3xtkc%3D",""
"April 22, 2022 (Page 16)","","","(Page 16)","Historical Newspapers","","","","2022-04-22","Apr 22, 2022","16","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2660092911?accountid=10792&bdid=62715&_bd=Wz7CI7L%2FN0PASLdjNevL07g6bkY%3D",""
"July 11, 2022 (Page 16)","","","(Page 16)","Historical Newspapers","","","","2022-07-11","Jul 11, 2022","16","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2692869867?accountid=10792&bdid=62715&_bd=H3FVQ%2BHaJX8OVxYDewFwu7AgSeY%3D",""
"May 6, 2022 (Page 1)","","","(Page 1)","Historical Newspapers","","","","2022-05-06","May 6, 2022","1","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2667032029?accountid=10792&bdid=62715&_bd=CEjBk0hZ3dsByoNk0fgJgaH39XE%3D",""
"May 6, 2022 (Page 3)","","","(Page 3)","Historical Newspapers","","","","2022-05-06","May 6, 2022","3","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2667032025?accountid=10792&bdid=62715&_bd=3p7PykzI%2FHzimm2%2Bfprg%2FZuNQJs%3D",""
"March 3, 2023 (Page 16)","","","(Page 16)","Historical Newspapers","","","","2023-03-03","Mar 3, 2023","16","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2784783210?accountid=10792&bdid=62715&_bd=uwela6lTlk253GL6SjXST42Lt5Y%3D",""
"March 20, 2023 (Page 1)","","","Evening Standard (2018-)","Historical Newspapers","","","","2023-03-20","Mar 20, 2023","1","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2789904020?accountid=10792&bdid=62715&_bd=zjnzlTXcbkoMxQpJ3mP9UPA1%2BfE%3D",""
"May 26, 2022 (Page 22)","","","(Page 22)","Historical Newspapers","","","","2022-05-26","May 26, 2022","22","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2674923539?accountid=10792&bdid=62715&_bd=nz7NkbcBh%2BedELwrgSbY%2Fo7RdvU%3D",""
"May 26, 2022 (Page 7)","","","(Page 7)","Historical Newspapers","","","","2022-05-26","May 26, 2022","7","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2674923542?accountid=10792&bdid=62715&_bd=0ek6nDGwSbz3Skjikz6Ea6k4tUc%3D",""
"May 13, 2022 (Page 14)","","","(Page 14)","Historical Newspapers","","","","2022-05-13","May 13, 2022","14","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2670210235?accountid=10792&bdid=62715&_bd=yf2LH5URezdLACwhUkV27imkPwE%3D",""
"May 26, 2022 (Page 6)","","","(Page 6)","Historical Newspapers","","","","2022-05-26","May 26, 2022","6","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2674923543?accountid=10792&bdid=62715&_bd=lkv7yrCpq3bBxn7r0i3%2BDOhWJEo%3D",""
"April 14, 2022 (Page 22)","","","(Page 22)","Historical Newspapers","","","","2022-04-14","Apr 14, 2022","22","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2660093333?accountid=10792&bdid=62715&_bd=St%2Bt3kbWYEI9HZOsrxqcfx3S13M%3D",""
"May 9, 2022 (Page 14)","","","(Page 14)","Historical Newspapers","","","","2022-05-09","May 9, 2022","14","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2667032946?accountid=10792&bdid=62715&_bd=vhizUE1mQQ1fM23MfwEDK7oepM8%3D",""
"October 26, 2022 (Page 13)","","","(Page 13)","Historical Newspapers","","","","2022-10-26","Oct 26, 2022","13","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2733949623?accountid=10792&bdid=62715&_bd=ReVSiEBsDPXTl6Flpu5%2FGwKjKoI%3D",""
"April 20, 2022 (Page 10)","","","(Page 10)","Historical Newspapers","","","","2022-04-20","Apr 20, 2022","10","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2659031131?accountid=10792&bdid=62715&_bd=nbKn%2FREvHujwAMOibEnlUa%2BBF0E%3D",""
"September 6, 2022 (Page 4)","","","(Page 4)","Historical Newspapers","","","","2022-09-06","Sep 6, 2022","4","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2714803390?accountid=10792&bdid=62715&_bd=xSRITZFx4QvBL170AehJ34FJxCw%3D",""
"April 19, 2022 (Page 1)","","","(Page 1)","Historical Newspapers","","","","2022-04-19","Apr 19, 2022","1","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2659030955?accountid=10792&bdid=62715&_bd=O3QNKrYqttKbQ9YEkSHcFhrPMzw%3D",""
"April 19, 2022 (Page 14)","","","(Page 14)","Historical Newspapers","","","","2022-04-19","Apr 19, 2022","14","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2659031009?accountid=10792&bdid=62715&_bd=tDBP5yC8u0i6d6fB4vHETOaHI%2BQ%3D",""
"June 17, 2022 (Page 11)","","","(Page 11)","Historical Newspapers","","","","2022-06-17","Jun 17, 2022","11","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2682858584?accountid=10792&bdid=62715&_bd=Pr2HHtbdeoIZ6qquFVX9vaauaSQ%3D",""
"May 9, 2022 (Page 2)","","","(Page 2)","Historical Newspapers","","","","2022-05-09","May 9, 2022","2","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2667032677?accountid=10792&bdid=62715&_bd=5tBlHkZn%2BZaH%2BvMBF71iSum%2F5MA%3D",""
"April 25, 2022 (Page 2)","","","(Page 2)","Historical Newspapers","","","","2022-04-25","Apr 25, 2022","2","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2660093194?accountid=10792&bdid=62715&_bd=oVODBi%2Bqm5mb5wc1Ei%2Fl3WCbSuk%3D",""
"August 17, 2022 (Page 3)","","","(Page 3)","Historical Newspapers","","","","2022-08-17","Aug 17, 2022","3","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2708152440?accountid=10792&bdid=62715&_bd=U64PzZLbMB%2B5flLsbth71ymTf0Q%3D",""
"September 12, 2022 (Page 2)","","","(Page 2)","Historical Newspapers","","","","2022-09-12","Sep 12, 2022","2","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2717096289?accountid=10792&bdid=62715&_bd=rE4RvD%2FuJJFMa2TtPbO6QxhmEdI%3D",""
"November 3, 2022 (Page 19)","","","(Page 19)","Historical Newspapers","","","","2022-11-03","Nov 3, 2022","19","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2736560980?accountid=10792&bdid=62715&_bd=GUJ%2BP%2BfKmYMXBbp3Pk9DIdYNkpk%3D",""
"October 17, 2022 (Page 19)","","","(Page 19)","Historical Newspapers","","","","2022-10-17","Oct 17, 2022","19","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2729930271?accountid=10792&bdid=62715&_bd=19ekc9vMQ6Wvcwzqnsnyn%2FGHij0%3D",""
"September 26, 2022 (Page 17)","","","(Page 17)","Historical Newspapers","","","","2022-09-26","Sep 26, 2022","17","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2722383880?accountid=10792&bdid=62715&_bd=n%2Fwns9ENFFSVhJqyA0adgUXEk78%3D",""
"January 31, 2023 (Page 8)","","","(Page 8)","Historical Newspapers","","","","2023-01-31","Jan 31, 2023","8","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2774940751?accountid=10792&bdid=62715&_bd=EJFHXoiqo5I%2B9p80h2%2BD2qfjQ9U%3D",""
"May 20, 2022 (Page 7)","","","(Page 7)","Historical Newspapers","","","","2022-05-20","May 20, 2022","7","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2672884748?accountid=10792&bdid=62715&_bd=upZTZMDSaLLlC8wDZ4N1FVrmS%2FA%3D",""
"May 25, 2022 (Page 15)","","","(Page 15)","Historical Newspapers","","","","2022-05-25","May 25, 2022","15","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2674402025?accountid=10792&bdid=62715&_bd=84qwXTDy86NvBulANLQjTO5HLfM%3D",""
"May 25, 2022 (Page 16)","","","(Page 16)","Historical Newspapers","","","","2022-05-25","May 25, 2022","16","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2674402027?accountid=10792&bdid=62715&_bd=Ad8%2FRUOTWl%2BAI2uv8AVkUTEbZIE%3D",""
"May 27, 2022 (Page 14)","","","(Page 14)","Historical Newspapers","","","","2022-05-27","May 27, 2022","14","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2674918908?accountid=10792&bdid=62715&_bd=7xXS3s%2BAOvjaNkY56N%2FX2VzdFXw%3D",""
"May 27, 2022 (Page 9)","","","(Page 9)","Historical Newspapers","","","","2022-05-27","May 27, 2022","9","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2674918906?accountid=10792&bdid=62715&_bd=VRIudJN%2BITO2IVBju5sNWsDBpL8%3D",""
"March 6, 2023 (Page 8)","","","(Page 8)","Historical Newspapers","","","","2023-03-06","Mar 6, 2023","8","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2785086224?accountid=10792&bdid=62715&_bd=bwMaDflgSqdfg334gNF78XTrcF8%3D",""
"May 30, 2022 (Page 13)","","","(Page 13)","Historical Newspapers","","","","2022-05-30","May 30, 2022","13","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2674945572?accountid=10792&bdid=62715&_bd=usGGX%2F7ID%2BY6KU%2BuTHOJWw22TM8%3D",""
"May 24, 2022 (Page 16)","","","(Page 16)","Historical Newspapers","","","","2022-05-24","May 24, 2022","16","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2674399784?accountid=10792&bdid=62715&_bd=yXNHO4YOnB3%2Fy0J%2FTNwd1Lq%2BVu0%3D",""
